track,artist,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,stream,views,likes,comments,tiktok_views,tiktok_posts,release_date,tiktok_likes
twist and shout - remastered 2009,the beatles,please please me (remastered),0.482,0.849,2.0,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155.227,341963190.0,53228361.0,490790.0,4309.0,,,,
blackbird - remastered 2009,the beatles,the beatles (remastered),0.686,0.127,7.0,-14.361,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138.387,326733164.0,33852949.0,365297.0,4522.0,,,,
in my life - remastered 2009,the beatles,rubber soul (remastered),0.688,0.435,9.0,-11.359,0.0323,0.449,0.0,0.113,0.435,103.239,146.333,266426563.0,63223118.0,463315.0,8607.0,,,,
hey jude - remastered 2015,the beatles,1 (remastered),0.386,0.607,10.0,-7.7,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425.653,486111943.0,56888766.0,460662.0,6569.0,,,,
i want to hold your hand - remastered 2015,the beatles,1 (remastered),0.49,0.715,7.0,-5.549,0.0476,0.386,0.0,0.311,0.866,130.726,145.747,334903879.0,28799448.0,275921.0,4031.0,,,,
something - remastered 2009,the beatles,abbey road (remastered),0.396,0.338,0.0,-10.872,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182.293,233382117.0,96849734.0,675186.0,26651.0,,,,
feel this moment (feat. christina aguilera),pitbull,global warming: meltdown (deluxe version),0.673,0.758,7.0,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,229.507,481224452.0,704875181.0,2999847.0,113202.0,,,,
international love (feat. chris brown),pitbull,planet pit (deluxe version),0.67,0.855,0.0,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05,227.28,347393726.0,866480662.0,2961540.0,153962.0,,,,
fireball (feat. john ryan),pitbull,globalization,0.761,0.933,10.0,-5.38,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,236.2,424022714.0,307624507.0,1576522.0,30102.0,,,,
we are one (ole ola) [the official 2014 fifa world cup song] (feat. jennifer lopez & claudia leitte),pitbull,globalization,0.592,0.935,6.0,-4.317,0.0581,0.00879,0.0154,0.132,0.567,125.013,222.52,222056078.0,894756316.0,4925915.0,267026.0,,,,
hotel room service,pitbull,pitbull starring in rebelution,0.85,0.631,1.0,-8.401,0.227,0.00684,0.000406,0.0679,0.738,126.002,237.6,374912951.0,313590021.0,1533812.0,45324.0,,,,
hey baby (drop it to the floor) (feat. t-pain),pitbull,planet pit (deluxe version),0.595,0.912,10.0,-3.428,0.0884,0.0434,0.0,0.259,0.762,128.024,234.453,193172998.0,300032949.0,1078390.0,36962.0,,,,
hot,pitbull,legendaddy,0.898,0.677,11.0,-6.422,0.243,0.0223,0.0,0.35,0.578,130.027,154.493,52166142.0,52214351.0,688783.0,16459.0,,,,
temperature,sean paul,the trinity,0.951,0.6,0.0,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04,218.573,590578908.0,361314925.0,2124819.0,38673.0,,,,
go down deh (feat. shaggy and sean paul),sean paul,10,0.801,0.764,2.0,-5.112,0.0986,0.109,1.62e-05,0.247,0.578,89.999,154.151,122450231.0,165860569.0,2514731.0,32073.0,,,,
get busy,sean paul,dutty rock (20th anniversary),0.741,0.824,10.0,-4.143,0.0352,0.614,0.0,0.158,0.725,100.216,211.666,381155556.0,208573237.0,1324227.0,20700.0,,,,
she doesn't mind,sean paul,tomahawk technique,0.718,0.776,7.0,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,227.787,266413452.0,505918510.0,2235710.0,59894.0,,,,
give it up to me,sean paul,the trinity,0.855,0.674,7.0,-4.328,0.314,0.165,0.0,0.0548,0.578,95.991,242.253,49412471.0,306887054.0,1317175.0,17399.0,,,,
(when you gonna) give it up to me (feat. keyshia cole) - radio version,sean paul,only hits,0.711,0.761,8.0,-3.04,0.225,0.067,0.0,0.041,0.718,95.824,243.88,51339097.0,306887054.0,1317175.0,17399.0,,,,
i'm still in love with you (feat. sasha),sean paul,dutty rock (20th anniversary),0.765,0.666,7.0,-5.384,0.172,0.103,0.0,0.116,0.757,87.002,273.36,176824685.0,314611933.0,2018040.0,29163.0,,,,
up,sean paul,up,0.812,0.712,0.0,-5.993,0.0452,0.01,0.0,0.108,0.85,98.029,148.944,47517159.0,81787112.0,668740.0,12932.0,,,,
contra la pared,sean paul,contra la pared,0.828,0.588,2.0,-7.14,0.118,0.0156,0.0,0.124,0.598,94.052,224.681,336056798.0,256405663.0,1928933.0,20224.0,,,,
can't help falling in love,elvis presley,blue hawaii,0.396,0.293,2.0,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,182.36,642724292.0,363854960.0,3486602.0,125337.0,,,,
blue christmas,elvis presley,elvis' christmas album,0.465,0.27,4.0,-16.661,0.0425,0.9,0.00104,0.145,0.58,94.518,129.173,293604060.0,46348788.0,209579.0,7591.0,,,,
here comes santa claus (right down santa claus lane),elvis presley,elvis' christmas album,0.575,0.236,2.0,-16.982,0.0422,0.968,0.0178,0.105,0.829,79.576,115.827,115786722.0,282465.0,4533.0,155.0,,,,
suspicious minds,elvis presley,from elvis in memphis,0.487,0.382,7.0,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261.28,355940570.0,7484414.0,84407.0,1872.0,,,,
burning love,elvis presley,elvis (fool),0.66,0.748,2.0,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,170.293,217996516.0,3649438.0,17369.0,811.0,,,,
always on my mind,elvis presley,elvis (fool),0.358,0.387,7.0,-14.342,0.0324,0.746,0.0121,0.119,0.495,181.183,218.44,126445901.0,12982178.0,152547.0,3757.0,,,,
if i can dream,elvis presley,elvis (original motion picture soundtrack),0.325,0.715,7.0,-7.744,0.0368,0.00708,2.79e-05,0.0987,0.282,93.914,191.84,19601041.0,43935538.0,374007.0,22080.0,,,,
jailhouse rock,elvis presley,platinum - a life in music,0.623,0.537,10.0,-10.014,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,146.933,362889100.0,242588704.0,1868278.0,53891.0,,,,
in the ghetto,elvis presley,from elvis in memphis,0.404,0.266,10.0,-16.688,0.0334,0.716,0.133,0.107,0.491,88.916,167.413,138978979.0,8647838.0,,2484.0,,,,
(you're the) devil in disguise,elvis presley,elvis 30 #1 hits (expanded edition),0.481,0.733,5.0,-7.633,0.165,0.573,1.17e-05,0.108,0.874,122.903,140.427,107417556.0,14332854.0,370274.0,4350.0,,,,
hit 'em up - single version,2pac,greatest hits,0.916,0.844,7.0,-3.967,0.236,0.0394,0.0,0.0778,0.586,95.19,312.627,375955728.0,585712131.0,4363164.0,208460.0,,,,
ambitionz az a ridah,2pac,all eyez on me,0.801,0.91,2.0,-6.566,0.225,0.00239,0.000891,0.0737,0.805,87.277,278.387,578493150.0,89682.0,1301.0,41.0,,,,
california love - original version,2pac,greatest hits,0.763,0.85,7.0,-3.052,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284.907,497213287.0,84654029.0,484619.0,12875.0,,,,
all eyez on me (ft. big syke),2pac,all eyez on me,0.872,0.723,1.0,-5.968,0.247,0.0293,0.0,0.327,0.843,93.279,307.773,428728611.0,14035099.0,64269.0,1918.0,,,,
do for love,2pac,r u still down? [remember me],0.874,0.63,1.0,-3.585,0.298,0.0578,0.00479,0.0582,0.717,95.0,281.6,213745248.0,1276815.0,24831.0,820.0,,,,
changes,2pac,greatest hits,0.865,0.665,7.0,-6.289,0.073,0.0453,0.0,0.224,0.331,111.113,268.827,411056377.0,306542.0,4350.0,305.0,,,,
dear mama,2pac,me against the world,0.773,0.54,6.0,-7.123,0.103,0.371,0.0,0.131,0.322,84.115,280.0,243928109.0,381061439.0,3225481.0,134343.0,,,,
keep ya head up,2pac,strictly 4 my n.i.g.g.a.z...,0.598,0.732,4.0,-7.013,0.425,0.144,0.0,0.508,0.595,172.329,262.507,211103197.0,5434057.0,58781.0,2136.0,,,,
2 of amerikaz most wanted (ft. snoop doggy dogg),2pac,all eyez on me,0.849,0.904,8.0,-4.78,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,246.533,178709066.0,18949722.0,251281.0,6109.0,,,,
can't c me,2pac,all eyez on me,0.795,0.852,0.0,-2.238,0.178,0.0442,3.47e-06,0.39,0.673,95.44,330.76,117899041.0,1002891.0,13416.0,814.0,,,,
bad decisions (with bts & snoop dogg),snoop dogg,bad decisions (with bts & snoop dogg),0.762,0.861,0.0,-3.296,0.0955,0.0185,0.0,0.264,0.955,120.048,172.714,172373567.0,48725891.0,2843117.0,200546.0,,,,
drop it like it's hot,snoop dogg,r&g (rhythm & gangsta): the masterpiece,0.888,0.632,1.0,-3.872,0.219,0.19,0.0,0.101,0.662,91.979,266.067,466458137.0,242845147.0,1854617.0,50520.0,,,,
"that's my n**** (with meek mill, yg & snoop dogg)",snoop dogg,"that's my n**** (with meek mill, yg & snoop dogg) [from bright: the album]",0.723,0.732,11.0,-5.514,0.0864,0.11,0.0,0.484,0.503,104.991,199.747,248359900.0,14272788.0,175218.0,3211.0,,,,
from the d 2 the lbc (with snoop dogg),snoop dogg,curtain call 2,0.718,0.768,7.0,-7.87,0.25,0.0988,0.0,0.0957,0.591,164.038,213.745,46192225.0,70515275.0,2308329.0,97470.0,,,,
sweat - remix,snoop dogg,sweat (snoop dogg vs. david guetta) [remix],0.813,0.732,7.0,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,195.987,222949118.0,237582702.0,1010443.0,39623.0,,,,
beautiful,snoop dogg,paid tha cost to be da bo$$,0.907,0.695,11.0,-6.268,0.135,0.246,0.0,0.0808,0.961,101.007,298.307,202521145.0,202432469.0,1231331.0,27893.0,,,,
i wanna fuck you,snoop dogg,sexy songs 2020,0.861,0.48,7.0,-8.433,0.0512,0.0459,0.0,0.351,0.278,99.972,178.84,82111629.0,31364.0,373.0,6.0,,,,
quã© maldiciã³n,snoop dogg,quã© maldiciã³n,0.755,0.531,9.0,-8.051,0.196,0.213,0.0,0.13,0.683,177.951,203.36,124225906.0,84170696.0,1245805.0,51496.0,,,,
riders on the storm - fredwreck remix,snoop dogg,riders on the storm (fredwreck remix),0.878,0.786,11.0,-5.273,0.152,0.416,3.1e-05,0.122,0.831,101.984,382.24,,30994885.0,369883.0,12192.0,,,,
"sucker for pain (with wiz khalifa, imagine dragons, logic & ty dolla $ign feat. x ambassadors)",lil wayne,sucker for pain (with logic & ty dolla $ign feat. x ambassadors),0.502,0.786,9.0,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,243.491,1004661276.0,788318126.0,6142541.0,142101.0,,,,
forever,lil wayne,relapse: refill,0.457,0.906,5.0,-2.278,0.342,0.249,0.0,0.182,0.54,104.02,357.707,461843097.0,351589402.0,2019702.0,183018.0,,,,
6 foot 7 foot,lil wayne,tha carter iv (complete edition),0.364,0.752,2.0,-5.429,0.304,0.0007,0.0,0.318,0.606,79.119,248.587,404959319.0,180051134.0,1119672.0,88673.0,,,,
lollipop,lil wayne,tha carter iii (mtv bonus version),0.832,0.43,0.0,-9.39,0.0826,0.0606,0.00323,0.124,0.462,148.074,299.333,387665450.0,524707468.0,2641825.0,97534.0,,,,
a milli,lil wayne,tha carter iii (mtv bonus version),0.663,0.688,6.0,-8.659,0.283,0.0391,0.00224,0.223,0.731,151.589,221.813,432215037.0,11856519.0,192622.0,4934.0,,,,
scared of the dark (feat. xxxtentacion),lil wayne,spider-man: into the spider-verse (soundtrack from & inspired by the motion picture),0.443,0.623,0.0,-6.717,0.0718,0.0468,0.0,0.247,0.156,79.365,233.0,205327632.0,7163.0,256.0,8.0,,,,
ay! (feat. lil wayne),lil wayne,mainstream sellout,0.742,0.617,2.0,-6.689,0.0345,0.05,5.92e-05,0.0711,0.491,147.002,124.188,62736773.0,19671055.0,273280.0,13598.0,,,,
right above it,lil wayne,i am not a human being,0.376,0.841,3.0,-4.348,0.356,0.0435,0.0,0.578,0.463,76.052,271.947,238468772.0,46104250.0,370102.0,1649.0,,,,
dusk till dawn (feat. sia) - radio edit,sia,icarus falls,0.259,0.437,11.0,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239.0,1378235205.0,1953769806.0,14149628.0,396631.0,,,,
unstoppable - r3hab remix,sia,unstoppable (r3hab remix),0.678,0.744,6.0,-4.058,0.234,0.495,2.35e-05,0.0631,0.433,101.987,162.353,34819346.0,1298279.0,32710.0,1226.0,,,,
del mar,sia,enoc,0.759,0.636,6.0,-5.585,0.0369,0.0224,0.000143,0.166,0.536,109.976,214.507,300286185.0,106746356.0,988318.0,29233.0,,,,
santa's coming for us,sia,everyday is christmas (deluxe edition),0.547,0.814,1.0,-6.191,0.12,0.0215,0.0,0.0475,0.724,92.986,205.267,191151662.0,50685969.0,494298.0,22853.0,,,,
dreams - 2004 remaster,fleetwood mac,rumours (super deluxe),0.828,0.492,0.0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,257.8,1145814659.0,41698012.0,476988.0,18380.0,,,,
the chain - 2004 remaster,fleetwood mac,rumours (super deluxe),0.545,0.67,9.0,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,270.213,800258505.0,63168341.0,618971.0,1942.0,,,,
everywhere - 2017 remaster,fleetwood mac,tango in the night (deluxe edition),0.73,0.487,4.0,-10.991,0.0303,0.258,0.01,0.0852,0.731,114.965,226.653,615384523.0,53248522.0,342799.0,12135.0,,,,
go your own way - 2004 remaster,fleetwood mac,rumours,0.583,0.947,5.0,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223.613,732367244.0,5109177.0,44832.0,2039.0,,,,
landslide,fleetwood mac,fleetwood mac,0.414,0.161,7.0,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,199.493,512338633.0,76081765.0,451100.0,24275.0,,,,
don't stop - 2004 remaster,fleetwood mac,rumours,0.671,0.71,9.0,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,193.347,252302426.0,5410145.0,42737.0,1411.0,,,,
little lies - 2017 remaster,fleetwood mac,tango in the night (deluxe edition),0.64,0.649,2.0,-10.345,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221.053,298619427.0,49292398.0,385402.0,15325.0,,,,
rhiannon,fleetwood mac,fleetwood mac,0.723,0.49,9.0,-14.745,0.0296,0.111,0.0946,0.0923,0.795,129.012,252.773,302893047.0,8490005.0,61004.0,3698.0,,,,
gypsy,fleetwood mac,greatest hits,0.622,0.54,5.0,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,264.907,213673856.0,81512369.0,436530.0,17764.0,,,,
never going back again - 2004 remaster,fleetwood mac,rumours (super deluxe),0.654,0.336,6.0,-12.825,0.0379,0.858,0.385,0.0786,0.947,176.083,134.4,189357854.0,2246595.0,23628.0,43.0,,,,
dancing queen,abba,arrival,0.543,0.87,9.0,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,230.4,877774503.0,679721429.0,3253260.0,125468.0,,,,
gimme! gimme! gimme! (a man after midnight),abba,voulez-vous,0.749,0.491,10.0,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,292.613,519184335.0,361288115.0,3156029.0,67741.0,,,,
mamma mia,abba,abba,0.749,0.748,2.0,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,213.267,375576936.0,272724820.0,1324658.0,38708.0,,,,
angeleyes,abba,voulez-vous,0.719,0.922,11.0,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,260.893,135342126.0,7540645.0,51162.0,2172.0,,,,
the winner takes it all,abba,super trouper,0.454,0.788,6.0,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,294.72,295039369.0,115380254.0,512491.0,22130.0,,,,
take a chance on me,abba,the album,0.684,0.675,11.0,-8.123,0.0257,0.163,0.0,0.242,0.924,107.064,243.933,250065301.0,142034489.0,512716.0,25315.0,,,,
lay all your love on me,abba,super trouper,0.678,0.727,2.0,-7.844,0.0258,0.117,0.00396,0.354,0.71,133.481,274.467,252601051.0,2968673.0,39389.0,798.0,,,,
waterloo,abba,waterloo,0.445,0.949,2.0,-4.682,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,168.96,222521002.0,77339439.0,368779.0,14431.0,,,,
chiquitita,abba,voulez-vous,0.5,0.554,9.0,-8.108,0.0354,0.734,3.72e-06,0.312,0.372,84.229,326.32,210743145.0,219881780.0,1203620.0,48127.0,,,,
super trouper,abba,super trouper,0.764,0.626,0.0,-8.274,0.0288,0.457,6.35e-06,0.201,0.961,118.34,252.853,208513838.0,90572907.0,375323.0,15600.0,,,,
let it snow! let it snow! let it snow! (with the b. swanson quartet),frank sinatra,christmas songs by sinatra,0.652,0.259,2.0,-13.336,0.0595,0.903,0.0,0.362,0.836,142.169,155.453,471405587.0,13683856.0,144902.0,2105.0,,,,
have yourself a merry little christmas - remastered 1999,frank sinatra,a jolly christmas from frank sinatra,0.262,0.137,8.0,-15.235,0.0344,0.913,6.74e-06,0.267,0.288,92.183,206.6,126469786.0,6422826.0,94812.0,3321.0,,,,
jingle bells - remastered 1999,frank sinatra,a jolly christmas from frank sinatra,0.512,0.339,8.0,-13.119,0.0498,0.727,0.0,0.0977,0.951,174.609,120.693,177473609.0,15255986.0,286935.0,4977.0,,,,
my way,frank sinatra,my way (expanded edition),0.401,0.381,2.0,-7.458,0.0274,0.7,0.0,0.122,0.229,75.454,276.8,329370178.0,40356494.0,323576.0,12901.0,,,,
somethin' stupid,frank sinatra,the world we knew,0.257,0.338,4.0,-12.902,0.0357,0.736,0.0,0.252,0.544,207.356,162.493,182673374.0,420791.0,5476.0,190.0,,,,
santa claus is comin' to town,frank sinatra,christmas songs by sinatra,0.646,0.204,10.0,-11.957,0.0565,0.826,0.0,0.312,0.688,140.281,154.64,88041370.0,1679701.0,23726.0,533.0,,,,
fly me to the moon (in other words),frank sinatra,sinatra/basie: the complete reprise studio recordings,0.668,0.26,7.0,-14.256,0.0523,0.453,0.0,0.0621,0.368,119.416,147.0,506872698.0,135669950.0,1746670.0,20771.0,,,,
strangers in the night,frank sinatra,strangers in the night (expanded edition),0.259,0.473,5.0,-8.275,0.0295,0.592,0.0,0.201,0.539,90.348,157.867,143712745.0,14266051.0,131664.0,3857.0,,,,
that's life,frank sinatra,that's life,0.56,0.434,4.0,-14.151,0.0729,0.55,0.0,0.346,0.664,112.803,187.04,212972149.0,45558716.0,271523.0,15163.0,,,,
silent night - 1999 remaster,frank sinatra,a jolly christmas from frank sinatra,0.252,0.118,8.0,-17.62,0.0328,0.945,6.2e-05,0.117,0.14,87.575,146.293,42053170.0,43026.0,932.0,27.0,,,,
10:35,tiã«sto,10:35,0.696,0.793,8.0,-5.733,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172.253,107996524.0,12850997.0,137385.0,2405.0,,,,
the motto,tiã«sto,the motto,0.754,0.763,7.0,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164.819,547871739.0,124255684.0,980422.0,16264.0,,,,
don't be shy,tiã«sto,don't be shy,0.77,0.787,11.0,-3.748,0.0583,0.198,0.0,0.262,0.513,119.986,140.5,481307838.0,329901294.0,2401650.0,39197.0,,,,
lay low,tiã«sto,lay low,0.534,0.855,1.0,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,153.443,18374300.0,2192535.0,28849.0,602.0,,,,
the business,tiã«sto,the business,0.798,0.62,8.0,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164.0,980693352.0,236818708.0,1836947.0,26791.0,,,,
hot in it,tiã«sto,hot in it,0.748,0.841,7.0,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,129.817,117679131.0,5891427.0,96134.0,2236.0,,,,
pump it louder,tiã«sto,pump it louder,0.66,0.942,4.0,-2.273,0.185,0.00789,1.76e-05,0.834,0.543,126.017,158.571,27908495.0,2099152.0,61252.0,1238.0,,,,
another love - tiã«sto remix,tiã«sto,another love (tiã«sto remix),0.79,0.764,4.0,-4.685,0.0737,0.0836,0.0871,0.132,0.473,123.046,185.366,38610617.0,2182357.0,31412.0,416.0,,,,
baila conmigo,tiã«sto,baila conmigo,0.652,0.855,7.0,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,146.25,32419330.0,2087256.0,32315.0,693.0,,,,
jackie chan,tiã«sto,the london sessions,0.747,0.833,3.0,-2.867,0.045,0.374,0.0,0.0586,0.687,128.008,215.76,782756255.0,52275235.0,520812.0,11774.0,,,,
i'm still standing,elton john,too low for zero,0.504,0.904,6.0,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,183.44,649281620.0,170453554.0,1658219.0,37642.0,,,,
"rocket man (i think it's going to be a long, long time)",elton john,honky chateau,0.601,0.532,10.0,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281.613,828968108.0,129299713.0,960562.0,25910.0,,,,
your song,elton john,elton john,0.554,0.315,3.0,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241.787,654292280.0,1591571.0,22237.0,1137.0,,,,
don't go breaking my heart,elton john,rock of the westies,0.729,0.844,5.0,-8.824,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275.44,562468940.0,87086359.0,638960.0,15221.0,,,,
tiny dancer,elton john,madman across the water,0.414,0.428,0.0,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,377.093,606925181.0,155579484.0,650110.0,18268.0,,,,
step into christmas,elton john,goodbye yellow brick road (40th anniversary celebration / super deluxe),0.526,0.925,2.0,-5.584,0.0363,0.102,8.9e-06,0.305,0.819,140.308,272.394,236457156.0,19096844.0,47486.0,2114.0,,,,
goodbye yellow brick road - remastered 2014,elton john,goodbye yellow brick road (remastered),0.559,0.473,5.0,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,192.827,242563343.0,17035966.0,209965.0,571.0,,,,
merry christmas,elton john,merry christmas,0.594,0.935,0.0,-2.018,0.0357,0.243,2.36e-06,0.102,0.602,113.99,208.547,133344222.0,57457813.0,809894.0,26363.0,,,,
run this town,jay-z,the blueprint 3,0.632,0.924,1.0,-1.802,0.29,0.281,0.0,0.263,0.441,86.844,267.52,296375103.0,17001975.0,138161.0,5585.0,,,,
no church in the wild,jay-z,watch the throne (deluxe),0.654,0.75,8.0,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,272.507,293182456.0,106953199.0,826069.0,53502.0,,,,
4:44,jay-z,4:44,0.261,0.852,9.0,-4.965,0.158,0.139,4.26e-05,0.477,0.431,177.997,284.493,73726722.0,25189646.0,272421.0,11734.0,,,,
03' bonnie & clyde,jay-z,the blueprint 2: the gift & the curse,0.759,0.678,9.0,-5.148,0.314,0.23,0.0,0.15,0.327,89.64,205.56,115228530.0,22824654.0,278099.0,5625.0,,,,
otis,jay-z,watch the throne (deluxe),0.754,0.631,7.0,-4.751,0.307,0.552,0.0,0.5,0.432,94.577,178.213,170592836.0,224971063.0,1192658.0,94999.0,,,,
gotta have it,jay-z,watch the throne (deluxe),0.74,0.574,4.0,-6.938,0.245,0.411,0.0,0.262,0.33,149.762,140.747,128273029.0,681129.0,6477.0,291.0,,,,
love all (with jay-z),jay-z,certified lover boy,0.73,0.576,2.0,-5.442,0.287,0.354,3.59e-05,0.15,0.155,92.131,228.461,114490460.0,7101653.0,51843.0,1182.0,,,,
creepin' (with the weeknd & 21 savage),21 savage,heroes & villains,0.715,0.62,1.0,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.95,221.52,279832635.0,17011354.0,325993.0,5530.0,,,,
rich flex,21 savage,her loss,0.561,0.52,11.0,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239.36,311694937.0,3926832.0,54749.0,2569.0,,,,
jimmy cooks (feat. 21 savage),21 savage,"honestly, nevermind",0.529,0.673,0.0,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218.365,413205085.0,12454143.0,461647.0,14487.0,,,,
niagara falls (foot or 2) [with travis scott & 21 savage],21 savage,heroes & villains,0.671,0.658,2.0,-5.567,0.309,0.189,8.66e-05,0.147,0.257,87.933,207.307,81603704.0,5384334.0,96598.0,1286.0,,,,
pussy & millions (feat. travis scott),21 savage,her loss,0.749,0.63,4.0,-6.652,0.116,0.0623,0.0,0.353,0.445,122.03,242.027,119787835.0,24885008.0,487517.0,9641.0,,,,
on bs,21 savage,her loss,0.841,0.358,9.0,-8.368,0.591,0.0201,0.0,0.39,0.329,158.014,261.544,100595022.0,213119.0,3427.0,120.0,,,,
major distribution,21 savage,her loss,0.908,0.546,8.0,-10.491,0.323,0.0127,0.0,0.0707,0.225,131.016,170.502,107919519.0,7706203.0,102385.0,2065.0,,,,
spin bout u,21 savage,her loss,0.773,0.701,7.0,-6.386,0.0512,0.01,0.0,0.163,0.203,129.963,214.589,87618118.0,1111996.0,8576.0,154.0,,,,
knife talk (with 21 savage ft. project pat),21 savage,certified lover boy,0.849,0.424,5.0,-9.579,0.324,0.0635,0.0,0.0834,0.153,145.887,242.966,501420741.0,74244853.0,796542.0,26241.0,,,,
flashing lights,kanye west,graduation,0.639,0.628,6.0,-7.578,0.0399,0.0381,0.0,0.386,0.43,90.482,237.507,543286408.0,123256878.0,959510.0,35828.0,,,,
